City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
75,huarmey,-10.0681,-78.1522,72.84,68,6,13.06,PE,1694031425
76,jinshi,29.6049,111.8701,73.42,88,1,8.57,CN,1694031425
77,ternate,0.8,127.4,78.98,83,87,7.92,ID,1694031425
78,kuqa,41.7278,82.9364,72.66,20,14,2.24,CN,1694031425
79,oroqen zizhiqi,50.5667,123.7167,52.63,98,97,2.39,CN,1694031425
80,carnarvon,-24.8667,113.6333,61.0,53,18,21.92,AU,1694031425
81,tolanaro,-25.0319,46.9987,65.84,89,0,5.5,MG,1694031426
82,ancud,-41.8697,-73.8203,46.53,92,100,18.19,CL,1694031426
83,port alfred,-33.5906,26.891,57.6,69,100,13.35,ZA,1694031426
84,ketchikan,55.3422,-131.6461,57.67,82,100,9.22,US,1694031426
85,khandyga,62.6667,135.6,39.38,95,100,7.83,RU,1694031426
86,sarupathar,26.1984,93.8094,78.37,92,10,2.71,IN,1694031426
87,jamestown,42.097,-79.2353,88.02,50,40,13.8,US,1694031426
88,stanley,54.868,-1.6985,64.78,91,79,3.44,GB,1694031427
89,ushuaia,-54.8,-68.3,40.66,52,75,10.36,AR,1694031365
90,nola,40.922,14.5329,77.92,72,13,5.19,IT,1694031427
91,saldanha,-33.0117,17.9442,53.74,80,1,6.91,ZA,1694031427
92,puerto ayora,-0.7393,-90.3518,82.36,85,30,7.0,EC,1694031427
93,boa vista,2.8197,-60.6733,91.38,49,75,9.22,BR,1694031399
94,svoge,42.9667,23.35,68.7,60,15,7.65,BG,1694031428
95,san patricio,28.017,-97.5169,98.19,40,3,14.12,US,1694031428
96,borgarnes,64.5383,-21.9206,58.8,93,100,4.09,IS,1694031428
97,sarandi del yi,-33.35,-55.6333,57.38,51,100,18.39,UY,1694031428
98,shalqar,47.8333,59.6,73.74,34,100,11.07,KZ,1694031428
99,berdyansk,46.7503,36.7944,71.02,54,82,8.23,UA,1694031428
100,devils lake,48.1128,-98.8651,66.31,48,0,0.0,US,1694031219
101,rio grande,-32.035,-52.0986,64.51,75,21,18.84,BR,1694031429
102,plainview,40.7765,-73.4673,95.67,54,20,5.75,US,1694031429
103,kingston,17.997,-76.7936,89.2,79,75,17.27,JM,1694031197
104,kurumkan,54.3,110.3,57.43,94,100,3.29,RU,1694031429
105,essaouira,31.5125,-9.77,72.9,88,40,5.75,MA,1694031429
106,itoman,26.1247,127.6694,81.37,91,75,10.36,JP,1694031429
107,antofagasta,-23.65,-70.4,65.48,72,49,9.08,CL,1694031304
108,ribeira brava,32.65,-17.0667,75.7,86,97,6.96,PT,1694031430
109,jining,35.405,116.5814,71.28,77,0,2.04,CN,1694031430
110,ormara,25.2088,64.6357,79.86,85,96,8.81,PK,1694031430
111,port lincoln,-34.7333,135.8667,52.77,82,100,15.7,AU,1694031430
112,egilsstadir,65.2653,-14.3948,57.11,67,0,19.57,IS,1694031430
113,touros,-5.1989,-35.4608,78.91,71,3,15.59,BR,1694031430
114,atafu village,-8.5421,-172.5159,82.67,79,51,15.86,TK,1694031430
115,yakeshi,49.2833,120.7333,65.14,47,25,6.89,CN,1694031431
116,mar del plata,-38.0023,-57.5575,48.09,81,100,18.99,AR,1694031231
117,ad darb,17.7229,42.2526,96.08,41,87,11.54,SA,1694031431
118,crane,31.3974,-102.3501,99.0,25,0,12.97,US,1694031381
119,novozybkov,52.5396,31.9275,62.56,74,71,8.12,RU,1694031431
120,soio,-6.1349,12.3689,72.81,91,8,9.55,AO,1694031431
121,la ronge,55.1001,-105.2842,57.42,67,100,6.91,CA,1694031432
122,balkanabat,39.5108,54.3671,86.13,17,1,7.49,TM,1694031432
123,uturoa,-16.7333,-151.4333,78.4,77,89,14.56,PF,1694031432
124,alice springs,-23.7,133.8833,53.15,47,1,5.75,AU,1694031432
125,st. john's,47.5649,-52.7093,78.28,78,20,9.22,CA,1694031391
126,vadso,70.0744,29.7487,45.48,87,20,12.66,NO,1694031432
127,gordonvale,-17.0936,145.7842,73.18,93,67,5.3,AU,1694031432
128,charlotte amalie,18.3419,-64.9307,87.53,70,0,11.5,VI,1694031303
129,naze,28.3667,129.4833,76.12,86,83,9.33,JP,1694031433
130,manaure,11.7751,-72.4445,92.82,55,26,12.24,CO,1694031433
131,coahuayana de hidalgo,18.7,-103.6583,88.61,65,94,6.78,MX,1694031433
132,khorixas,-20.3667,14.9667,69.04,32,30,1.34,NA,1694031433
133,bodo,67.28,14.405,52.95,92,75,19.57,NO,1694031235
134,dudinka,69.4058,86.1778,38.62,70,63,3.0,RU,1694031433
135,fort mcmurray,56.7268,-111.381,56.79,82,100,8.05,CA,1694031287
136,hermiston,45.8404,-119.2895,83.95,30,0,6.91,US,1694031434
137,georgetown,5.4112,100.3354,82.33,83,20,6.91,MY,1694031434
138,gadzhiyevo,69.2551,33.3362,45.34,85,79,17.56,RU,1694031434
139,east london,-33.0153,27.9116,58.57,59,100,8.79,ZA,1694031434
140,governador valadares,-18.8511,-41.9494,74.01,78,93,6.26,BR,1694031394
141,gopalpur,19.2667,84.9167,80.38,83,100,3.83,IN,1694031435
142,pariaman,-0.619,100.12,73.45,87,100,3.29,ID,1694031435
143,sitka,57.0531,-135.33,60.69,67,40,3.44,US,1694031435
144,vilyuchinsk,52.9306,158.4028,53.87,97,100,0.92,RU,1694031142
145,north bend,43.4065,-124.2243,77.23,60,0,9.22,US,1694031435
146,jiayuguan,39.8167,98.3,58.69,54,96,0.18,CN,1694031435
147,santarem,-2.4431,-54.7083,93.33,59,20,10.36,BR,1694031436
148,qaqortoq,60.7167,-46.0333,41.56,93,100,2.48,GL,1694031436
149,papatowai,-46.5619,169.4708,48.51,90,100,24.65,NZ,1694031437
150,mbala,-8.8402,31.3659,69.98,52,74,0.74,ZM,1694031438
151,narrabri,-30.3167,149.7833,60.78,66,59,15.14,AU,1694031438
152,hithadhoo,-0.6,73.0833,82.29,76,100,8.39,MV,1694031438
153,olonkinbyen,70.9221,-8.7187,44.01,93,100,14.5,SJ,1694031438
154,preobrazheniye,42.9019,133.9064,59.59,74,0,5.5,RU,1694031439
155,brookings,44.3114,-96.7984,70.14,43,0,13.8,US,1694031439
156,la passe,45.5549,-0.8967,80.83,53,93,5.73,FR,1694031439
157,port blair,11.6667,92.75,80.64,89,75,8.05,IN,1694031439
158,constantia,44.1833,28.65,70.7,65,12,7.65,RO,1694031372
159,praia da vitoria,38.7333,-27.0667,72.75,78,20,19.22,PT,1694031440
160,bamboo flat,11.7,92.7167,80.69,89,75,8.05,IN,1694031440
161,margate,51.3813,1.3862,72.3,90,11,3.0,GB,1694031440
162,al kharijah,25.4514,30.5464,91.63,13,3,6.42,EG,1694031440
163,forster,-32.1667,152.5167,54.03,89,14,8.95,AU,1694031440
164,sierra grande,-41.606,-65.3557,42.84,93,100,18.45,AR,1694031441
165,kangding,30.0513,101.9603,59.07,98,91,2.33,CN,1694031441
166,asifabad,19.3667,79.2833,76.14,96,100,3.65,IN,1694031441
167,longyearbyen,78.2186,15.6401,37.24,93,75,24.16,SJ,1694031441
168,pyt-yakh,60.7499,72.8582,51.66,71,19,4.34,RU,1694031163
169,evergreen,39.6333,-105.3172,82.99,27,0,3.0,US,1694031442
170,plauen,50.5,12.1333,69.4,64,3,4.18,DE,1694031442
171,latur,18.4,76.5833,74.53,84,100,11.43,IN,1694031442
172,mukalla,14.5425,49.1242,84.07,77,6,4.32,YE,1694031442
173,suining,30.508,105.5733,78.62,63,4,4.21,CN,1694031442
174,bredasdorp,-34.5322,20.0403,48.76,84,2,8.23,ZA,1694031442
175,barauli,26.4,84.5833,82.83,75,30,5.59,IN,1694031443
176,bilibino,68.0546,166.4372,33.24,69,3,1.43,RU,1694031443
177,utrik,11.2278,169.8474,81.91,78,100,7.92,MH,1694031443
178,howard springs,-12.497,131.047,69.71,87,29,4.52,AU,1694031443
179,novosilikatnyy,53.3097,83.6239,48.78,87,75,6.71,RU,1694031443
180,paphos,34.7667,32.4167,76.78,69,0,8.05,CY,1694031436
181,badger,64.8,-147.5333,48.07,91,100,9.22,US,1694031444
182,paide,58.8856,25.5572,48.65,92,5,4.94,EE,1694031444
183,cabo san lucas,22.8909,-109.9124,93.61,65,40,19.57,MX,1694031247
184,aasiaat,68.7098,-52.8699,34.56,99,100,4.52,GL,1694031444
185,flin flon,54.7682,-101.865,60.64,55,100,10.36,CA,1694031444
186,luanda,-8.8368,13.2343,73.4,83,0,6.91,AO,1694031445
187,luzilandia,-3.4578,-42.3703,93.18,36,33,11.97,BR,1694031445
188,naryn,41.4287,75.9911,52.56,32,88,4.94,KG,1694031445
189,ihosy,-22.4,46.1167,66.11,45,8,6.02,MG,1694031445
190,hamilton,39.1834,-84.5333,85.84,60,40,11.5,US,1694031445
191,hammerfest,70.6634,23.6821,48.65,87,75,16.11,NO,1694031445
192,mhamid,29.82,-5.72,93.69,20,100,10.31,MA,1694031446
193,tobelo,1.7284,128.0095,77.63,86,100,3.53,ID,1694031446
194,kargasok,59.0556,80.8572,50.11,98,100,5.79,RU,1694031446
195,nuku'alofa,-21.1333,-175.2,73.74,78,20,8.05,TO,1694031446
196,port shepstone,-30.7414,30.455,59.04,64,0,6.4,ZA,1694031446
197,el granada,37.5027,-122.4694,83.8,63,100,12.66,US,1694031446
198,cockburn town,21.4612,-71.1419,85.24,67,95,1.66,TC,1694031446
199,okha,53.5739,142.9478,48.94,85,0,10.16,RU,1694031447
200,tsiombe,-25.3,45.4833,64.08,95,0,2.19,MG,1694031447
201,west island,-12.1568,96.8225,76.98,83,100,10.36,CC,1694031447
202,bafq,31.6128,55.4107,87.67,13,2,5.01,IR,1694031447
203,hermanus,-34.4187,19.2345,55.8,80,4,11.74,ZA,1694031447
204,gromitz,54.15,10.9667,70.23,85,8,10.85,DE,1694031447
205,altamont,42.2068,-121.7372,75.4,46,40,10.36,US,1694031448
206,bilicenii vechi,47.6564,28.0472,63.77,50,0,4.12,MD,1694031448
207,ksar chellala,35.2122,2.3189,81.12,39,78,10.54,DZ,1694031448
208,nemuro,43.3236,145.575,62.26,93,99,11.56,JP,1694031448
209,kavaratti,10.5669,72.642,81.52,79,100,19.75,IN,1694031448
210,mount isa,-20.7333,139.5,55.17,67,0,3.44,AU,1694031448
211,lebu,-37.6167,-73.65,52.43,82,16,16.2,CL,1694031444
212,port saint john's,-31.6229,29.5448,58.59,56,3,3.36,ZA,1694031449
213,sawankhalok,17.316,99.8319,76.24,90,100,1.9,TH,1694031449
214,yuzhno-kurilsk,44.0306,145.8556,61.86,94,100,14.0,RU,1694031449
215,sarangani,5.4033,125.4636,81.7,77,77,8.66,PH,1694031449
216,tommot,58.9564,126.2925,42.01,72,100,1.7,RU,1694031449
217,trenton,40.217,-74.7429,96.12,51,40,6.91,US,1694031402
218,solnechnyy,50.7214,136.6319,49.24,65,0,3.94,RU,1694031450
219,byron bay,-28.65,153.6167,55.71,89,2,4.09,AU,1694031450
220,anadyr,64.75,177.4833,41.5,75,0,20.13,RU,1694031450
221,tazacorte,28.629,-17.9293,76.17,91,0,1.14,ES,1694031450
222,yorkton,51.2167,-102.4677,67.84,45,0,13.8,CA,1694031450
223,tafuna,-14.3358,-170.72,84.15,79,40,11.5,AS,1694031451
224,petropavlovsk-kamchatsky,53.0452,158.6483,52.39,100,100,8.95,RU,1694031451
225,codrington,-38.2667,141.9667,61.0,36,100,20.27,AU,1694031451
226,el nido,11.1858,119.3956,81.54,80,100,4.25,PH,1694031451
227,juan griego,11.0817,-63.9655,87.93,70,43,13.8,VE,1694031451
228,darnah,32.767,22.6367,79.68,70,19,1.48,LY,1694031451
229,saint-felicien,48.6501,-72.4491,86.5,65,40,6.91,CA,1694031452
230,villa gesell,-37.2639,-56.973,48.56,67,100,20.83,AR,1694031213
231,leer,53.2316,7.461,74.93,87,6,8.3,DE,1694031452
232,guerrero negro,27.9769,-114.0611,77.54,56,0,15.08,MX,1694031452
233,rundu,-17.9333,19.7667,71.89,15,5,5.97,NA,1694031452
234,carmo do cajuru,-20.1842,-44.7711,76.95,56,73,13.67,BR,1694031452
235,christchurch,-43.5333,172.6333,57.4,59,91,13.8,NZ,1694031453
236,wailua homesteads,22.0669,-159.378,82.83,77,40,9.22,US,1694031453
237,tefe,-3.3542,-64.7114,95.11,41,20,4.61,BR,1694031453
238,kralendijk,12.15,-68.2667,89.58,66,0,19.57,BQ,1694031434
239,sedrata,36.1287,7.5338,65.79,64,7,4.61,DZ,1694031378
240,el calafate,-50.3408,-72.2768,35.92,97,100,2.89,AR,1694031453
241,ust-nera,64.5667,143.2,41.56,97,100,4.52,RU,1694031453
242,prince george,53.9166,-122.753,58.24,77,100,6.91,CA,1694031308
243,kachug,53.9606,105.8817,51.08,94,100,4.25,RU,1694031454
244,okondja,-0.6549,13.6753,74.88,85,99,0.63,GA,1694031454
245,bujumbura,-3.3822,29.3644,73.29,81,70,4.52,BI,1694031454
246,colonia,50.9333,6.95,74.82,68,0,5.75,DE,1694031236
247,hastings,50.8552,0.5729,75.24,36,35,7.43,GB,1694031312
248,malango,-2.9627,119.9001,64.24,98,29,1.74,ID,1694031454
249,midvagur,62.0511,-7.1939,58.03,88,40,16.11,FO,1694031455
250,concordia,-31.393,-58.0209,61.79,67,100,7.0,AR,1694031455
251,chigorodo,7.6664,-76.6811,91.09,65,91,2.42,CO,1694031455
252,malinyi,-8.9333,36.1333,77.04,49,25,2.06,TZ,1694031455
253,charcas,23.1333,-101.1167,81.32,27,0,13.78,MX,1694031455
254,kerikeri,-35.2268,173.9474,52.92,94,72,2.19,NZ,1694031456
255,kapa'a,22.0752,-159.319,84.18,77,40,9.22,US,1694031456
256,nagqu,31.5,92.0,35.83,81,99,4.56,CN,1694031456
257,springbok,-29.6643,17.8865,51.1,18,1,6.87,ZA,1694031456
258,wewak,-3.5534,143.6268,78.76,88,100,7.23,PG,1694031456
259,saint-francois,46.4154,3.9054,74.68,60,0,4.61,FR,1694031322
260,ulety,51.3572,112.4849,58.86,91,100,3.04,RU,1694031456
261,jwaneng,-24.6004,24.7303,62.31,18,18,9.73,BW,1694031454
262,gurupi,-11.7292,-49.0686,94.78,24,64,5.12,BR,1694031457
263,sao joao da barra,-21.6403,-41.0511,71.69,79,100,16.89,BR,1694031457
264,mayfield heights,41.5192,-81.4579,86.86,83,40,11.5,US,1694031457
265,zhanaozen,43.3,52.8,75.04,49,98,12.73,KZ,1694031457
266,lucea,18.451,-78.1736,89.46,71,82,1.28,JM,1694031457
267,dryden,49.7833,-92.7503,53.89,76,100,9.22,CA,1694031457
268,arraial do cabo,-22.9661,-42.0278,71.46,78,40,11.5,BR,1694031458
269,chimore,-16.9833,-65.1333,87.28,49,100,4.88,BO,1694031458
